"Short desc","Keywords","Level","Vnum","Room","Location","Flags","Weight","Value","Material","Worn","Item type","AC/SLevel","Capacity","Spells","Affects","hit roll","damage roll","hp","armor class","strength","dexterity","intelligence","wisdom","constitution","sex","class","level","age","(unknown)","(unknown)","endurance","hp","gold","experience","armor class","hit roll","damage roll","saves","none","air sphere","earth sphere","fire sphere","spirit sphere","water sphere","Bit affects",","Other"
"the head of the {Dmale {Wch{wa{Dnne{wl{Wer{x","male channeler head",90,28247,28258,"on the hunted {Dmale {Wch{wa{Dnne{wl{Wer{x","---------------B---",40,1000000,"head","(take)","treasure",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Ws{wk{Du{wl{Wl{x earring","earring",90,31204,31207,"on {mL{Mi{Dl{Mi{mth{D as P{go{Gis{go{Dn {YI{Gv{gy{x","---------------B---",1,200,"cloth","(take ear)","armor","25/25/20/20",-1225327304,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {yc{Da{yr{Da{ym{De{yl{x covered {ga{Gpp{gle{x","caramel apple",30,31208,31211,"on {DA {YF{yurr{Yy{x {rA{Rx{De M{rur{Rde{rre{Dr{x","-------------------",1,50,"apple","(take)","pill",90,0,"slow,heal","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a pair of {Dh{ro{Drns{x","horns",60,31201,31212,"on {GUr{go{Wsh{gn{Gor{x {Das the {GGr{De{gen Gob{Dl{Gin{x","--------v----------",1,200,"horn","(take head)","armor","15/15/15/15",-1225327568,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {yp{Yu{Rmpk{Yi{yn{x","pumpkin",1,31207,31212,"on {GUr{go{Wsh{gn{Gor{x {Das the {GGr{De{gen Gob{Dl{Gin{x","-------------------",1,0,"cloth","(take hold)","container",0,"1lbs, 100 max (10% bulk),"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {gg{Glo{Yw{Gin{gg{x stick","glowing stick green",10,31212,31212,"on {GUr{go{Wsh{gn{Gor{x {Das the {GGr{De{gen Gob{Dl{Gin{x","----g--------------",0,0,"cloth","(take)","light",0,500,"(limited)","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a handful of candy {Rc{Yo{Rr{Yn{Rs{x","candy corns candycorn",30,31209,31213,"inside a {yp{Yu{Rmpk{Yi{yn{x in {DThe Basement{x","-------------------",0,50,"sugar","(take)","pill",90,0,"weaken,heal","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {ychocolate{x candy bar","chocolate candy bar",30,31210,31213,"inside a {yp{Yu{Rmpk{Yi{yn{x in {DThe Basement{x","-------------------",0,50,"cloth","(take)","pill",90,0,"gag,slow,mass healing","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Dt{yoo{Dts{yie{x roll","tootsie roll",10,31211,31213,"inside a {yp{Yu{Rmpk{Yi{yn{x in {DThe Basement{x","-------------------",0,50,"cloth","(take)","pill",90,0,"bless,cure poison,refresh","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"{Da wicked looking dagger{x","wicked dagger",100,31218,31219,"on {bAn{Bgen{bue{D as B{ra{Dt{Mg{Wi{Mrl{x","------------R------",1,0,"steel","(wield)","weapon(pierce)","10d10",0,"sharp","+4dam,+4dam",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,"",,""
"a {Dh{ra{Dlf{x-{Wmask{x","mask",80,31203,31219,"on {bAn{Bgen{bue{D as B{ra{Dt{Mg{Wi{Mrl{x","-------------------",1,200,"ceramic","(take face)","armor","20/20/20/20",-1225327392,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"{Da deep crevice in the floor","crevice",0,31214,31224,"in room: {DInside The Crypt{x","-------------------",0,0,"cloth","(none)","portal to {DBeneath The Crypt{x",0,0,"0","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"{Da deep crevice in the floor","crevice",0,31215,31225,"in room: {DBeneath The Crypt{x","-------------------",0,0,"cloth","(none)","portal to {DA Haunted Forest{x",38,0,"0","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a pair of {Dcl{ra{Dwed{x, {Df{yu{Drry{x feet","claws furry feet",90,31205,31231,"on {DSword{Bfish{D as P{wen{Wg{wui{Dn{x","-------------------",1,200,"flesh","(take feet)","armor","20/20/20/20",-1225327216,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"{Da s{wt{Wo{wn{De statue{x","statue woman",0,31217,31233,"in room: {DA Graveyard{x","-------------------",0,0,"stone","(none)","container",0,"8lbs, 100 max (100% bulk),"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Wsk{De{rl{De{Wton{x finger","finger",0,31213,31233,"on a {Wsk{De{rl{De{Wton{x","-------------------",0,0,"cloth","(take)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"{Da wickedly curved blade{x","blade",100,31219,31236,"on {rP{Ra{Yy{Rn{re{D as {rJ{Ro{Yk{Re{rr{x","------------R------",1,0,"steel","(wield)","weapon(slice)","10d10",0,"sharp","+4dam,+4dam",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,"",,""
"a {Dm{wi{Dst{x enshrouded {Da{rur{Da{x","mist aura",50,31200,31236,"on {rP{Ra{Yy{Rn{re{D as {rJ{Ro{Yk{Re{rr{x","----g----------B---",1,200,"mist","(take float)","armor","15/15/10/10",-1225327656,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Dfl{wo{Ww{wi{Dng{x cape of black","cape black",90,31206,31238,"on {RZa{rnd{Ror{D the B{wa{Wtm{wa{Dn{x","-------------------",1,200,"cloth","(take torso)","armor","20/20/20/20",-1225327128,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a pair of {Db{wo{Dlts{x","bolts",70,31202,31243,"on {DK{mi{wt{Wi{wa{mr{Da the C{ra{Dtw{ro{Rm{ra{Dn{x","-------------------",1,200,"metal","(take neck)","armor","20/20/20/10",-1225327480,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a simple warning sign","sign",0,31226,31258,"in room: Atop of a mountain.","-------------------",10,0,"cloth","(none)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a simple warning sign","sign",0,31227,31261,"in room: Before the shrine","-------------------",10,0,"cloth","(none)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a book stand","pedestal",0,31228,31262,"in room: Within the Shrine","-------------------",30,100,"marble","(none)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"an empty jar","empty jar bottle emptybloodjar",0,31270,31265,"on a {Ws{Dtatu{We{x of {CM{co{Dir{ca{Ci{x","------d--------B---",1,100,"glass","(take hold)","treasure",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a large {rj{Ya{Rc{rk {Ro{r' {rla{Rn{Yte{Rr{rn {Dh{we{Dad{x","pumpkin head jack lantern",90,31294,31295,"on the {rh{Rea{Ydl{Res{rs {Dh{wo{Wrs{we{Dman{x","-M--ghd-v------B---",50,100,"pumpkin","(take head)","armor","20/30/30/30",0,"","+5hit,+5dam,+100hp,-30arm,+100end,+100hp,-30arm,+5hit,+5dam",5,5,100,-30,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,-30,5,5,0,0,0,0,0,0,0,"",,""
"a loaf of traveling {ybr{Yea{yd{x","loaf traveling bread",0,35502,35511,"on a {CSh{Wo{Cpk{Wee{Cp{We{Cr{x","-----------------#-",1,5,"yeast","(take)","food",30,30,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {rN{Re{Wwb{Ri{re{x canteen","newbie canteen",0,35503,35511,"on a {CSh{Wo{Cpk{Wee{Cp{We{Cr{x","-----------------#-",10,10,"leather","(take hold)","drink container",0,100,"water","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a small {Rb{We{Rdr{Wo{Rll{x","bedroll",0,35504,35511,"on a {CSh{Wo{Cpk{Wee{Cp{We{Cr{x","-----------------#-",5,10,"cloth","(take)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {yc{Do{ypp{De{yr{x lantern","copper lantern",0,35505,35511,"on a {CSh{Wo{Cpk{Wee{Cp{We{Cr{x","-----------------#-",1,15,"copper","(take)","light",0,200,"(limited)","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a small door","bedroom",0,37021,37000,"in room: Inside a Merchant's Wagon","-------------------",0,0,"cloth","(none)","portal to Narrow Bedroom",1,0,"0","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a comfortable {rr{Re{rd {Rc{rouc{Rh{x","couch",0,37011,37006,"in room: Main Living Area","-------------------",0,0,"cloth","(nosac)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {rpad{Rd{red{x chair","padded chair chairs",0,37007,37008,"in room: A Study","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {rch{Re{rrryw{Roo{rd{x desk","cherrywood desk",1,37008,37008,"in room: A Study","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"the {Ws{wil{Wk{x curtains of the canopy","canopy bed",1,37009,37009,"in room: Master Bedroom","-------------------",0,0,"cloth","(none)","container",0,"2000lbs, 99999 max (1% bulk),"close closed ","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a tall, {Ws{wi{Wlk {Wcush{wi{Woned{x arm-chair","table",0,37010,37010,"in room: Kitchen","-------------------",0,0,"wood","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {bbr{Ci{bllian{Ct{bly {wcushioned {bch{Ca{bir{x","desk chair chairs",0,37014,37013,"in room: Inside a Riverboat","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Bch{Wai{Bse{x settee","settee chaise",0,37015,37015,"in room: Formal Parlor","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"the {Db{We{Dnch{x to the {Wgrand {Dp{Wia{Dno{x","piano bench",0,37016,37016,"in room: Music Room","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a high-backed {ych{rai{yr{x","table chair chairs",0,37017,37017,"in room: Dining Room","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Dwr{you{Dght{W-{Wi{Dr{Wo{Dn{x bench","bench",0,37018,37023,"in room: Private Gardens","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"none","sofa",0,37019,37026,"in room: Guest Sitting Room","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a soft-cushioned {cd{Ci{cv{Ca{cn{x","divan",0,37026,37031,"in room: Lord Jaeden's Sitting Room","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {yf{rou{yr{D-{yp{ro{yst{re{yr{x bed","bed",0,37027,37032,"in room: Lord Jaeden's Bedroom","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"an {Wivory{x bathtub","bathtub tub screen",0,37028,37033,"in room: Bathing Room","-------------------",0,0,"cloth","(none)","container",0,"10000lbs, 1000000 max (10% bulk),"close ","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a comfortable {Gs{gof{Ga{x","sofa",0,37025,37034,"in room: Lord Baeden's Sitting Room","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {yf{rou{yr{D-{yp{ro{yst{re{yr{x bed","bed curtains",0,37020,37035,"in room: Lord Baeden's Bedroom","-------------------",0,0,"cloth","(none)","container",0,"1lbs, 2 max (1% bulk),"close ","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a large {Dm{wa{Wrb{wl{De{x bathtub","bathtub",0,37024,37036,"in room: Bathing Room","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a small door","wagon",0,37022,37038,"in room: Narrow Bedroom","-------------------",0,0,"cloth","(none)","portal to Inside a Merchant's Wagon",0,0,"0","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"one of the round {yo{Ya{yk{Ye{yn{w tables","table",0,27828,27801,"in room: Common Room of The Dancing Horse Inn","-------------------",500,0,"wood","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a large {rfi{Rr{Ye{Wp{Yl{Ra{rce{x ","fireplace",0,27802,27801,"in room: Common Room of The Dancing Horse Inn","-------------------",0,0,"brick","(none)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a cloth-covered tray of fresh baked goods","silver tray",0,27849,27802,"in room: Kitchens of the Inn","-------------------",10,0,"cloth","(nosac)","container",0,"2147483647lbs, 100 max (50% bulk),"close closed ","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a slice of {rc{Rh{rer{Rr{ry{w pie","pie cherry cherrypie",0,27806,27802,"inside a cloth-covered tray of fresh baked goods in Kitchens of the Inn","-------------------",1,1,"sugar cherries flour butter","(take hold)","food",1,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Wsugar {yc{Yo{yo{Yk{yi{Ye{w","sugar cookie",1,27803,27802,"inside a cloth-covered tray of fresh baked goods in Kitchens of the Inn","-------------------",1,1,"confection","(take hold)","food",1,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Rd{re{Rl{ri{Rc{ri{Ro{ru{Rs S{rtr{Rawb{rerr{Ry M{ruff{Rin{x","muffin",1,27858,27802,"inside a cloth-covered tray of fresh baked goods in Kitchens of the Inn","-------------------",1,1,"pastry","(take)","food",1,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {BB{blueberry {BD{banish{x","danish",1,27857,27802,"inside a cloth-covered tray of fresh baked goods in Kitchens of the Inn","-------------------",1,1,"pastry","(take)","food",1,1,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {yst{Wick{yy {rci{ynn{Wa{ym{ron {yr{Wo{yll{x","cinnamon roll",1,27855,27802,"inside a cloth-covered tray of fresh baked goods in Kitchens of the Inn","-------------------",1,1,"bread","(take)","food",1,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {ychocolate{x {Dchip{x cookie","chocolate cookie",0,27856,27802,"inside a cloth-covered tray of fresh baked goods in Kitchens of the Inn","-------------------",1,1,"chocolate","(take hold)","food",1,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a wooden {ytr{Yu{ynk{x with {Dir{Wo{Dn{x bindings ","wooden trunk",0,27804,27804,"in room: Cellar of the Inn","-------------------",0,0,"wood","(none)","container",0,"10lbs, 10 max (100% bulk),"close ","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a set of {Wd{Di{Wngy{x white sheets","sheets dingy",0,27805,27804,"inside a wooden {ytr{Yu{ynk{x with {Dir{Wo{Dn{x bindings  in Cellar of the Inn","-------------------",1,0,"cloth","(take hold)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"an {Dir{Wo{Dn{x wine rack","wine rack",0,27808,27805,"in room: A Cramped Wine Cellar","-------------------",1,0,"cloth","(none)","container",0,"5lbs, 25 max (100% bulk),"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a bottle of fine Saldaean {mw{ri{mne{x","bottle saldaean wine",25,27819,27805,"inside an {Dir{Wo{Dn{x wine rack in A Cramped Wine Cellar","-------------------",1,250,"glass","(take hold)","drink container",0,40,"red wine","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"one of the {Ddark {ybrown{x couches","couch couches sofa sofas",0,27809,27809,"in room: A Great Room Within the Inn","-------------------",200,0,"cloth","(nosac)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a large {Ds{wt{Wo{wn{De f{ri{Rre{Ypl{Rac{re{x","stone fireplace",0,27825,27809,"in room: A Great Room Within the Inn","-------------------",0,0,"stone","(none)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a low {ytable{x","table",0,27826,27809,"in room: A Great Room Within the Inn","-------------------",0,0,"wood","(none)","container",0,"5lbs, 10 max (100% bulk),"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a whittled {ym{ra{yple{x pipe","maple pipe",0,27827,27809,"inside a low {ytable{x in A Great Room Within the Inn","-------------------",1,15,"maple wood","(take hold)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Wfeather{w bed","bed feather",0,27816,27813,"in room: Room 23","-------------------",1000,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a small {rc{yh{re{ys{rt{x of maple","maple chest",0,27829,27813,"in room: Room 23","-------------------",0,0,"maple wood","(none)","container",0,"5lbs, 50 max (100% bulk),"close closed ","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a tall {Ds{wi{Wlv{we{Dr {ym{Yir{Wro{Yre{yd{x lamp","silver mirror lamp",1,27847,27818,"in room: A Linen Closet","----g--------------",1,350,"silver","(take)","light",0,100,"(limited)","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"three shelves filled with {Wlinens{x","shelves shelf",0,27841,27818,"in room: A Linen Closet","-------------------",0,0,"wood","(none)","container",0,"3lbs, 100 max (10% bulk),"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a large, fluffy {Wfeather{x pillow","feather pillow",0,27846,27818,"inside three shelves filled with {Wlinens{x in A Linen Closet","-------------------",1,50,"feathers","(take hold)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a small satchel of {mla{Dv{men{Dd{mer{x","satchel lavender",0,27848,27818,"inside three shelves filled with {Wlinens{x in A Linen Closet","-------------------",1,0,"cloth","(take hold)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a long dining table covered with a {Wc{yr{We{ya{Wm{w cloth","table",0,27823,27823,"in room: A Luxurious Dining Room","-------------------",300,0,"wood","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"an age-blackened {yo{Ya{yk{Ye{yn{w table","table",0,27824,27824,"in room: A Well-Appointed Dining Room","-------------------",300,5000,"wood","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a high-backed {yo{Ya{yk{Ye{yn{w chair","chair chairs",0,27822,27824,"in room: A Well-Appointed Dining Room","-------------------",50,200,"cloth wood","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a large, round {yo{Ya{yk{Ye{yn{w table","table",0,27801,27827,"in room: A Private Booth","-------------------",1000,0,"wood","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"atop an uncommonly large four post bed","huge bed four",0,27831,27831,"in room: A Masculine Bedroom","-------------------",25,0,"cloth wood","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a large dresser made of bright {yo{Ya{yk{x","mirror dresser",0,27850,27831,"in room: A Masculine Bedroom","-------------------",10,0,"oak","(none)","container",0,"10lbs, 50 max (100% bulk),"close closed ","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"one of a pair of beds with matching {gi{Gv{gy{w coverlets","bed",0,27832,27832,"in room: An Elegant Bedroom","-------------------",200,0,"cloth","(nosac)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a light-colored {Ydr{We{Yss{We{Yr{x","mirror dresser",0,27851,27832,"in room: An Elegant Bedroom","-------------------",0,0,"wood","(none)","container",0,"10lbs, 40 max (100% bulk),"close closed ","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a large, comfortable bed with a {Yg{yo{Yl{yd{Ye{yn{x quilt","bed",0,27833,27833,"in room: A Cozy Bedroom","-------------------",200,0,"cloth","(nosac)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a small {rst{Roo{rl{x","stool desk",0,27852,27833,"in room: A Cozy Bedroom","-------------------",20,0,"wood","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a monstrously large bed with a nearly {Dblack{x finish","bed",0,27834,27834,"in room: A Lurid Bedroom - Room 29","-------------------",500,0,"cloth","(nosac)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"an overstuffed {Dw{Wi{Dng{x chair","chair",0,27853,27834,"in room: A Lurid Bedroom - Room 29","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a modest {Wc{yr{We{ya{Wm{w-coloured couch","couch sofa",0,27844,27836,"in room: A Well-Appointed Sitting Room","-------------------",200,0,"cloth","(nosac)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"an over-stuffed {Wc{yr{We{ya{Wm{w-coloured armchair","armchair chair chairs",0,27835,27836,"in room: A Well-Appointed Sitting Room","-------------------",300,0,"cloth","(nosac)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a cleverly concealed compartment within the desk","compartment",0,27830,27836,"in room: A Well-Appointed Sitting Room","-------------------",10,0,"wood","(nosac)","container",27836,"1lbs, 50 max (100% bulk),"close closed ","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
