"Short desc","Keywords","Level","Vnum","Room","Location","Flags","Weight","Value","Material","Worn","Item type","AC/SLevel","Capacity","Spells","Affects","hit roll","damage roll","hp","armor class","strength","dexterity","intelligence","wisdom","constitution","sex","class","level","age","(unknown)","(unknown)","endurance","hp","gold","experience","armor class","hit roll","damage roll","saves","none","air sphere","earth sphere","fire sphere","spirit sphere","water sphere","Bit affects",","Other"
"a small {yy{Ye{yll{Yo{yw{Yi{yng{x couch","couch",0,21095,21163,"in room: A Simple Abode","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a wooden {gch{Gai{gr{x","kitchen table wooden chair chairs",0,21097,21164,"in room: A Small Home","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"an {Do{wi{Dl{x lamp","oil lamp",30,21027,21166,"in room: A Private Residence","----g----------B---",1,150,"oil","(take float)","light",0,200,"(limited)","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a bowl of {Dst{ye{Dw{x.","bowl stew",0,21088,21167,"on Matron {cC{Cat{cal{Cis{ce{x","-----------------#-",1,10,"mutton","(take)","food",3,2,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a piece of bread","moldy piece bread",0,21089,21167,"on Matron {cC{Cat{cal{Cis{ce{x","-----------------#-",1,5,"yeast","(take)","food",1,1,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a high-necked {Wd{Yre{Ys{Ws{x","dress",50,21063,21169,"on a waitress","-------------------",1,175,"cloth","(take torso)","armor","10/10/10/20",-1221243360,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a meal of {yg{woo{yse{x and {ggr{Gee{gns{x","goose meal",0,21064,21170,"on a plump {Wch{Ye{Wf{x","-----------------#-",0,50,"cloth","(take)","food",10,10,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"strong {yc{Doffe{ye{x","coffee cup",0,21065,21170,"on a plump {Wch{Ye{Wf{x","-----------------#-",0,20,"cloth","(take)","drink container",0,5,"coffee","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {rs{Rmal{rl {Da{wx{We{w","axe",10,21402,21171,"on {rAl{Rex{ran{w","-----------------#-",2,300,"steel","(take wield)","weapon(cleave)","3d8",0,"sharp","+4dam,+4dam",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,"",,""
"a {yl{Yarg{ye {Da{wx{We{w","axe",10,21403,21171,"on {rAl{Rex{ran{w","-----------------#-",2,600,"steel","(take wield)","weapon(cleave)","5d10",0,"sharp","+4dam,+4dam",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,"",,""
"a {gt{Ghrowin{gg {Da{wx{We{w","axe",10,21404,21171,"on {rAl{Rex{ran{w","-----------------#-",2,2400,"steel","(take wield)","weapon(cleave)","7d12",0,"sharp","+4dam,+4dam",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,"",,""
"a long {bh{Bandle{bd {Da{wx{We{w","axe",10,21405,21171,"on {rAl{Rex{ran{w","-----------------#-",2,4800,"steel","(take wield)","weapon(cleave)","9d14",0,"sharp two-handed","+4dam,+4dam",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,"",,""
"a bottle of {mw{Wi{mne{x","bottle wine",0,21066,21173,"on an extravagant man","-----------------#-",1,100,"glass","(take)","drink container",0,10,"red wine","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {cc{Cry{Ws{Cta{cl{x display case","crystal display case",0,21028,21173,"in room: Imports 'r Us","-------------------",3,0,"crystal","(none)","container",0,"3lbs, 5 max (25% bulk),"close closed ","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {cj{Ca{cr{x filled with {rred{x sand","jar sand",20,21067,21173,"inside a {cc{Cry{Ws{Cta{cl{x display case in Imports 'r Us","-------------------",1,45,"sand","(take hold)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a steel {Dtrunk{x","steel trunk",0,21068,21175,"in room: The Back Room","-------------------",0,0,"cloth","(none)","container",21238,"1000lbs, 10000 max (50% bulk),"close closed locked","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"an old {yc{Yi{wr{Wc{wl{Ye{yt{x of gold","circlet gold crown",100,21069,21175,"inside a steel {Dtrunk{x in The Back Room","---------------B---",1,1000,"gold","(take head)","armor","25/40/25/10",0,"","+2wis",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {rf{Rir{re{Dd{Wro{Dp{x pendant","firedrop pendant",10,21073,21176,"on a {cj{Cew{We{Cle{cr{x","-----------------#-",1,600,"firedrop","(take neck)","armor","10/10/10/30",-1221155632,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {rf{Rir{re{Dd{Wro{Dps{x bracelet","firedrop bracelet",10,21074,21176,"on a {cj{Cew{We{Cle{cr{x","-----------------#-",1,400,"firedrops","(take wrist)","armor","10/10/10/30",-1221155400,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {yhard wood{x chair","stiff backed hard wood chair",0,21077,21177,"on a {ysn{Wi{Yffl{Wi{yng{x young man","-----------------#-",2,250,"cloth","(take)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {mflush{x, comfy chair","flush comfy chair",0,21078,21177,"on a {ysn{Wi{Yffl{Wi{yng{x young man","-----------------#-",3,500,"cloth","(take)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Dcr{wa{Dck{x in the floor","crak floor",0,21237,21177,"in room: Fine Furniture","-------------------",0,0,"cloth","(none)","container",0,"0lbs, 5 max (100% bulk),"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Dw{woo{Dl{we{Dn{x cloak","woolen cloak knee",10,21075,21178,"on a {Mfl{Wam{Ybo{Wya{Mnt{x shopkeeper","-----------------#-",1,200,"wool","(take body)","armor","20/10/15/5",-1221155296,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {cf{Clo{Ww{Cin{cg{x cloak","flowing cloak silk",10,21076,21178,"on a {Mfl{Wam{Ybo{Wya{Mnt{x shopkeeper","-----------------#-",1,100,"silk","(take body)","armor","10/10/10/10",-1221155192,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"the {Ds{wi{Wlv{we{Dr{x hide of a wolf","silver hide",10,21071,21179,"on a {yfur t{rr{Dad{re{yr{x","-----------------#-",1,200,"wolf","(take head)","armor","15/10/10/10",-1221155808,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {yt{wa{yn{x and {Wwhite{x fur coat","fur coat",10,21072,21179,"on a {yfur t{rr{Dad{re{yr{x","-----------------#-",2,500,"lion","(take body)","armor","25/25/15/10",-1221155720,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {rl{Ra{rdy{x's purse","tiny lady purse lady's ladys",0,21081,21181,"on a well-rounded {Ywo{Wm{Yan{x","-----------------#-",1,250,"beads and baubles","(take hold)","container",0,"1lbs, 400 max (100% bulk),"close closed ","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Dc{gam{Goufl{gag{De{x backpack","camouflage backpack",0,21082,21181,"on a well-rounded {Ywo{Wm{Yan{x","-----------------#-",2,500,"canvas","(take back)","container",0,"2lbs, 800 max (100% bulk),"close closed ","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a dried {ran{Ddil{ray{x root","andilay root dried",5,21083,21182,"on a {gh{Ger{Ybal{Gis{gt{x","-----------------#-",1,125,"root","(take)","pill",50,0,"refresh","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a satchel of {bbl{Bu{We g{Boa{bt{x flowers","satchel blue goat flowers",5,21084,21182,"on a {gh{Ger{Ybal{Gis{gt{x","-----------------#-",1,300,"flowers","(take)","pill",50,0,"stone skin","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"an {ye{Ylega{Wnt{x ","elegant rug",0,21114,21183,"in room: A Minor House's City Retreat","-------------------",0,0,"yarn","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {mta{Mpestr{Wy{x of a battle scene","tapestry",0,21115,21184,"in room: A Minor House's City Retreat","-------------------",0,0,"cloth","(none)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {bp{Blus{Wh{x chair","plush chair",0,21116,21185,"in room: A Minor House's City Retreat","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Df{rir{Repl{rac{De{x","fireplace",0,21117,21188,"in room: A Minor House's City Retreat","-------------------",0,0,"cloth","(none)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a small {yl{Dan{yt{Der{yn{x","lantern small",0,21106,21189,"on the shopkeep","----g------------#-",1,75,"copper","(float)","light",0,1000,"(limited)","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"{yc{Doi{yl{De{yd{x rope","coiled rope",10,21105,21189,"on the shopkeep","-----------------#-",2,100,"cloth","(wield)","weapon(none)","3d8",0,"none","+9dam,+9dam",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,"",,""
"a {Dta{rrp{Ra{rul{Din{x backpack","tarpaulin backpack",0,21104,21189,"on the shopkeep","-----------------#-",3,400,"tarpaulin","(take back)","container",0,"3lbs, 5000 max (80% bulk),"close closed ","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"{ydr{Die{yd{x beef jerkey","package dried beef jerkey food",0,21103,21189,"on the shopkeep","-----------------#-",1,35,"cow","(take)","food",10,10,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Dta{rrp{Ra{rul{Din{x covered canteen","steel canteen tarpaulin",0,21102,21189,"on the shopkeep","-----------------#-",1,100,"tarpaulin","(take)","drink container",0,5000000,"water","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Dta{rrp{Ra{rul{Din{x bedroll","durable tarpaulin bedroll",0,21101,21189,"on the shopkeep","-----------------#-",2,250,"tarpaulin","(take)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"an {Yoa{yken{x bookshelf","oaken bookshelf",0,21184,21202,"in room: The Library","-------------------",0,0,"cloth","(none)","container",0,"10lbs, 50 max (100% bulk),"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"{rThe Odyssey by Homer{x","leather book odyssey homer",0,21213,21335,"inside an {Yoa{yken{x bookshelf in A Bedroom","-------------------",1,10,"leather","(take hold)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {yp{wo{yck{we{yt{x","wooden pocket",0,21214,21203,"in room: The Archive","-------------------",0,0,"cloth","(none)","container",0,"5lbs, 15 max (100% bulk),"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a tightly wound {ysc{rro{yll{x","scroll",0,21215,21203,"inside a {yp{wo{yck{we{yt{x in The Archive","-------------------",0,0,"cloth","(take hold)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a tightly wound {ysc{rro{yll{x","scroll",0,21216,21203,"inside a {yp{wo{yck{we{yt{x in The Archive","-------------------",1,0,"cloth","(take hold)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Dm{wo{Wu{ws{De{w hole","hole",0,21001,21205,"in room: Locked Secrets","-------------------",0,0,"wood","(none)","container",0,"1lbs, 10 max (100% bulk),"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a small {Ds{wi{Wlv{we{Dr{w bound chest","chest",90,21003,21205,"in room: Locked Secrets","--D----------------",50,2000,"silver","(none)","container",21002,"50lbs, 2 max (2% bulk),"close nopick closed locked","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Dc{mom{Mforta{mbl{De{x couch","comfortable couch",0,21118,21207,"in room: The Quiet Study","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {rh{Ri{rgh{D-{rb{Ra{rck{Re{rd{x chair","cherrywood desk chair",0,21119,21208,"in room: The Royal Classroom","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a small container","small container",0,21120,21208,"in room: The Royal Classroom","-------------------",0,0,"cloth","(none)","container",0,"2lbs, 100 max (100% bulk),"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a piece of {Wchalk{x","piece chalk",1,21121,21208,"inside a small container in The Royal Classroom","-------------------",1,5,"cloth","(take hold)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Dr{we{Wg{wa{Dl {Wthrone{x","throne",100,21000,21212,"in room: The Throne Room","----------P--------",2100,21000,"marble","(nosac)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a long-shafted {Ds{wp{We{wa{Dr{x","spear",100,21236,21212,"on a {BS{ba{Dld{wae{Wan {GH{go{Dn{go{Gr {DG{wu{Wa{wr{Dd{x","-------------------",0,0,"cloth","(none)","weapon(stab)","11d16",0,"two-handed","+5hit,+10dam,+1str,+1dex,+5hit,+10dam",5,10,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,"",,""
"a thin {yc{Yir{Wc{Yle{yt{x of gold","circlet gold crown",100,21241,21212,"on {BQ{bu{De{we{Wn{x Leiala","----g----------B---",1,5000,"cloth","(take head)","armor","25/25/25/25",-1219685984,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {cs{Ci{clk{x purse","silk purse",0,21242,21212,"on {BQ{bu{De{we{Wn{x Leiala","-------------------",1,200,"silk","(take hold)","container",0,"1lbs, 25 max (100% bulk),"close closed ","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {yh{ri{ygh{D-{yb{ra{yck{re{yd{x chair","table tables chair chairs",0,21211,21215,"in room: The Ballroom Dining Room","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {yc{Yom{Wforta{Ybl{ye{x couch","comfortable couch",0,21212,21217,"in room: The Sitting Room","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Wv{Ca{cni{Ct{Wy{x","vanity",0,21170,21218,"in room: A Powder Room","-------------------",0,0,"cloth","(none)","container",0,"1lbs, 100 max (100% bulk),"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {mv{Me{mlv{Me{mt{x couch","coffee table velvet couch couches",0,21122,21222,"in room: The Council of Lords","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a high-backed {rch{Re{rrryw{Roo{rd{x chair","cherrywood table chair",0,21123,21223,"in room: The Council of Lord's Meeting Room","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a high-backed {ych{rai{yr{x","desk chair",0,21124,21224,"in room: An Office","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Dv{ge{Glv{ge{Dt{x couch","velvet couch",0,21125,21225,"in room: A Guest Suite","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"an oak chair with a {Dv{ge{Glv{ge{Dt{x cushion","chair chairs",0,21126,21226,"in room: A Guest Office","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Dc{ga{Gno{gp{Dy{x bed","canopy bed",0,21127,21227,"in room: An Elegant Bedroom","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {yp{gi{yne{x chair","heavy pine chair chairs",0,21128,21228,"in room: A Guest Suite","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {yp{gi{yne{x poster bed","pine poster bed",0,21129,21229,"in room: A Spacious Bedroom","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {rv{Re{rlv{Re{rt{x chair","plush chair velvet",0,21130,21232,"in room: A Royal Guest Suite","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {rv{Re{rlv{Re{rt{x-cushioned chair","mahogonay desk velvet chair",0,21131,21233,"in room: A Royal Office","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {mm{Mah{mog{Man{my{x bed","mahogany bed",0,21132,21234,"in room: The Royal Bedroom","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {ycu{Ysh{Wi{Yon{yed{x chair","vanity table",0,21133,21234,"in room: The Royal Bedroom","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a bed with a warm {yf{Du{yr{x","elegant beds bed",0,21134,21235,"in room: A Maid's Room","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {yh{Yi{ygh{D-{yb{Ya{yck{Ye{yd{x chair","table chair chairs",0,21135,21242,"in room: The Advisor's Conference Room","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a plush, {Wsn{Co{Wwy{x white chair","plush chair chairs",0,21136,21243,"in room: The Aes Sedai Advisor's Sitting Room","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Wcu{Cs{Whio{Cn{Wed{x-chair","desk",0,21137,21244,"in room: The Aes Sedai Advisor's Office","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Wca{Cn{Wop{Ci{Wed{x bed","canopied bed",0,21138,21245,"in room: The Aes Sedai Advisor's Bedroom","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {rch{Re{rrryw{Roo{rd{x desk","cherrywood desk",0,21139,21248,"in room: The Borderguard Advisor's Office","-------------------",0,0,"cloth","(none)","container",0,"1lbs, 100 max (100% bulk),"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a cherrywood bed","cherrywood bed",0,21140,21249,"in room: The Borderguard Advisor's Bedroom","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {yp{ri{yne{x chair","pine desk",0,21141,21252,"in room: The Trade Advisor's Office","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a four-{yp{go{yster{x bed","poster bed",0,21142,21253,"in room: The Trade Advisor's Bedroom","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {cc{Cry{Ws{Cta{cl{x candleholder","crystal candleholder",0,21143,21253,"in room: The Trade Advisor's Bedroom","-------------------",1,5,"cloth","(take)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a dark {yo{Dak{x chair","dark oak desk chair",0,21144,21255,"in room: The Financial Advisor's Office","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Ddr{ya{Dw{ye{Dr{x in the desk","drawer",0,21145,21255,"in room: The Financial Advisor's Office","-------------------",0,0,"wood","(none)","container",21146,"1lbs, 100 max (50% bulk),"close closed locked","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {ysl{rei{ygh{x bed","sleigh bed",0,21148,21256,"in room: The Financial Advisor's Bedroom","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a plush {Ds{wa{Wt{wi{Dn{w-{Dc{wo{Wver{we{Dd{x chair","coffee table plush chairs chair",0,21159,21257,"in room: The Military Advisor's Sitting Room","-------------------",0,0,"satin","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a four {Dp{woste{Dr{x bed","four poster bed",0,21149,21258,"in room: The Military Advisor's Quarters","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Dcu{ws{Whio{wn{Ded{x stool","writing desk stool",0,21150,21258,"in room: The Military Advisor's Quarters","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a small drawer","drawer",0,21151,21258,"in room: The Military Advisor's Quarters","-------------------",0,0,"cloth","(none)","container",0,"1lbs, 10 max (100% bulk),"close closed ","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a high-backed chair with carved {Wiv{wo{Wry{x arms","desk chair",0,21152,21259,"in room: The Military Advisor's Office","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {gc{Gom{Wforta{Gbl{ge{x couch","comfortable couches couch",0,21153,21268,"in room: A Sitting Room","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
